collection||الجامع الصغير
hadith|3039|الإبل عز لأهلها، والغنم بركة، والخير معقود في نواصي الخيل إلى يوم القيامة
hadith|3040|الإثمد يجلو البصر، وينبت الشعر
hadith|3041|الأجدع شيطان
hadith|3042|الإحسان أن تعبد الله كأنك تراه فإن لم تكن تراه فإنه يراك
hadith|3043|الإحصان إحصانان: إحصان نكاح، وإحصان عفاف
hadith|3044|الاختصار في الصلاة راحة أهل النار
hadith|3045|الأذان تسع عشرة كلمة، والإقامة إحدى عشرة كلمة
hadith|3046|الأذنان من الرأس
hadith|3047|الارتداء لبسة العرب، والالتفاع لبسة الإيمان
hadith|3048|الأرض كلها مسجد، إلا المقبرة والحمام
hadith|3049|الأرض أرض الله، والعباد عباد الله، من أحيا مواتا فهو له
hadith|3050|الأرواح جنود مجندة: فما تعارف منها ائتلف، وما تناكر منها اختلف
hadith|3051|الإزار إلى نصف الساق، أو إلى الكعبين، لا خير في أسفل من ذلك
hadith|3052|الإسبال في الإزار والقميص والعمامة، فمن جر منها شيئا خيلاء، لم ينظر الله إليه يوم القيامة
hadith|3053|الاستئذان ثلاث: فإن أذن لك، وإلا فارجع
hadith|3054|الاستئذان ثلاث: فالأولى تستمعون، والثانية تستصلحون، والثالثة تؤذنون أو تردون
hadith|3055|الاستجمار تو، ورمي الجمار تو، والسعي بين الصفا والمروة تو، والطواف تو، وإذا استجمر أحدكم فليستجمر بتو
hadith|3056|الاستغفار في الصحيفة يتلألأ نورا
hadith|3057|الاستغفار ممحاة للذنوب
hadith|3058|الاستنجاء بثلاثة أحجار ليس فيهن رجيع
hadith|3059|الإسلام أن تشهد أن لا إله إلا الله وأن محمدا رسول الله، وتقيم الصلاة، وتؤتي الزكاة، وتصوم رمضان، وتحج البيت إن استطعت إليه سبيلا
hadith|3060|الإسلام علانية، والإيمان في القلب
hadith|3061|الإسلام ذلول لا يركب إلا ذلولا
hadith|3062|الإسلام يزيد ولا ينقص
hadith|3063|الإسلام يعلو ولا يعلى عليه
hadith|3064|الإسلام يجب ما كان قبله
hadith|3065|الإسلام نظيف فتنظفوا، فإنه لا يدخل الجنة إلا نظيف
hadith|3066|الأشرة شر
hadith|3067|الأشعريون في الناس كصرة فيها مسك
hadith|3068|الأصابع تجري مجرى السواك، إذا لم يكن سواك
hadith|3069|الأضحى علي فريضة، وعليكم سنة
hadith|3070|الاقتصاد نصف العيش، وحسن الخلق نصف الدين
hadith|3071|الاقتصاد في النفقة نصف المعيشة، والتودد إلى الناس نصف العقل، وحسن السؤال نصف العلم
hadith|3072|الأكبر من الإخوة بمنزلة الأب
hadith|3073|الأكل في السوق دناءة -
hadith|3074|الأكل بأصبع واحدة أكل الشيطان، وباثنتين أكل الجبابرة، وبالثلاث أكل الأنبياء
hadith|3075|الأكل مع الخادم من التواضع
hadith|3076|الإمام ضامن، والمؤذن مؤتمن. اللهم أرشد الأئمة، واغفر للمؤذنين
hadith|3077|الإمام ضامن: فإن أحسن فله ولهم، وإن أساء فعليه ولا عليهم
hadith|3078|الإمام الضعيف ملعون
hadith|3079|الأمانة في الأزد، والحياء في قريش
hadith|3080|الأمانة غنى
hadith|3081|الأمانة تجلب الرزق، والخيانة تجلب الفقر
hadith|3082|الأمراء من قريش، ما عملوا فيكم بثلاث: ما رحموا إذا استرحموا، وأقسطوا إذا قسموا، وعدلوا إذا حكموا
hadith|3083|الأمراء من قريش، من ناوأهم أو أراد أن يستفزهم، تحات تحات الورق
hadith|3084|الأمر أسرع من ذاك
hadith|3085|الأمر المفظع، والحمل المضلع، والشر الذي لا ينقطع: إظهار البدع
hadith|3086|الأمن والعافية نعمتان مغبون فيهما كثير من الناس
hadith|3087|الأمور كلها، خيرها وشرها، من الله تعالى
hadith|3088|الأناة من الله تعالى، والعجلة من الشيطان
hadith|3089|الأنبياء أحياء في قبورهم يصلون
hadith|3090|الأنبياء قادة، والفقهاء سادة، ومجالستهم زيادة
hadith|3091|الأيدي ثلاثة: فيد الله العليا، ويد المعطي التي تليها، ويد السائل السفلى، فأعط الفضل، ولا تعجز عن نفسك
hadith|3092|الإيمان أن تؤمن بالله وملائكته وكتبه ورسله واليوم الآخر، وتؤمن بالقدر خيره وشره
hadith|3093|الإيمان أن تؤمن بالله وملائكته وكتبه ورسله، وتؤمن بالجنة والنار والميزان وتؤمن بالبعث بعد الموت، وتؤمن بالقدر خيره وشره
hadith|3094|الإيمان معرفة بالقلب، وقول باللسان، وعمل بالأركان
hadith|3095|الإيمان بالله الإقرار باللسان، وتصديق بالقلب، وعمل بالأركان
hadith|3096|الإيمان بضع وسبعون شعبة: فأفضلها قول لا إله إلا الله، وأدناها إماطة الأذى عن الطريق، والحياء شعبة من الإيمان
hadith|3097|الإيمان يمان -
hadith|3098|الإيمان قيد الفتك، لا يفتك مؤمن
hadith|3099|الإيمان: الصبر والسماحة
hadith|3100|الإيمان بالقدر نظام التوحيد
hadith|3101|الإيمان بالقدر يذهب الهم والحزن
hadith|3102|الإيمان عفيف عن المحارم، عفيف عن المطامع
hadith|3103|الإيمان بالنية واللسان، والهجرة بالنفس والمال
hadith|3104|الإيمان والعمل أخوان شريكان في قرن، لا يقبل الله أحدهما إلا بصاحبه
hadith|3105|الإيمان والعمل قرينان، لا يصلح كل واحد منهما إلا مع صاحبه
hadith|3106|الإيمان نصفان: فنصف في الصبر، ونصف في الشكر
hadith|3107|الإيماء خيانة، ليس لنبي أن يومئ
hadith|3108|الأئمة من قريش: أبرارها أمراء أبرارها، وفجارها أمراء فجارها، وإن أمرت عليكم قريش عبدا حبشيا مجدعا فاسمعوا له وأطيعوا، ما لم يخير أحدكم بين إسلامه وضرب عنقه، فإن خير بين إسلامه وضرب عنقه فليقدم عنقه
hadith|3109|الأيم أحق بنفسها من وليها، والبكر تستأذن في نفسها، وإذنها صماتها
hadith|3110|الأيمن فالأيمن * 2 * باب: حرف الباء
book||حرف الباء
hadith|3111|" بسم الله الرحمن الرحيم "، مفتاح كل كتاب
hadith|3112|باب أمتي الذي يدخلون منه الجنة، عرضه مسيرة الراكب المجود ثلاثا، إنهم ليضغطون عليه حتى تكاد مناكبهم تزول
hadith|3113|بابان معجلان عقوبتهما في الدنيا: البغي، والعقوق
hadith|3114|بادروا الصبح بالوتر
hadith|3115|بادروا بصلاة المغرب قبل طلوع النجم
hadith|3116|بادروا أولادكم بالكنى، قبل أن تغلب عليهم الألقاب
hadith|3117|بادروا بالأعمال فتنا كقطع الليل المظلم: يصبح الرجل مؤمنا ويمسي كافرا، ويمسي مؤمنا ويصبح كافرا، يبيع أحدهم دينه بعرض من الدنيا قليل
hadith|3118|بادروا بالأعمال هرما ناغصا، وموتا خالسا، ومرضا حابسا، وتسويفا مؤيسا
hadith|3119|بادروا بالأعمال ستا: طلوع الشمس من مغربها، والدخان، ودابة الأرض، والدجال، وخويصة أحدكم، وأمر العامة
hadith|3120|بادروا بالأعمال ستا: إمارة السفهاء، وكثرة الشرط، وبيع الحكم، واستخفافا بالدم، وقطيعة الرحم، ونشئا يتخذون القرآن مزامير، يقدمون أحدهم ليغنيهم وإن كان أقلهم فقها
hadith|3121|بادروا بالأعمال سبعا: ما ينظرون إلا فقرا منسيا، أو غنى مطغيا، أو مرضا مفسدا، أو هرما مفندا، أو موتا مجهزا، أو الدجال، فإنه شر منتظر، أو الساعة، والساعة أدهى وأمر
